0,15,15,0
1,15,15,0
2,53.4095,22.9074,0
3,43.6881,22.9098,0
4,41.6402,30.7778,0
5,41.6619,33.2714,0
6,43.2441,35.7782,0
7,45.0157,35.7799,0
8,46.5723,30.8041,0
9,46.5882,33.2958,0
10,46.5885,35.7862,0
11,48.3444,30.8084,0
12,49.9382,35.7363,0
13,49.9466,33.2452,0
14,51.6631,30.8291,0
15,53.2346,31.4656,0
16,51.7002,33.3192,0
17,51.7106,35.7931,0
18,55.6798,40.0336,0
19,44.0184,35.8797,0
20,41.6254,39.8922,0
21,45.6876,49.5082,0
22,42.5579,49.5011,0
23,51.141,40.0704,0
24,53.4399,40.0361,0
25,48.358,35.7706,0
26,48.3608,33.2786,0
27,43.2304,31.4729,0
28,40.8611,35.8773,0
