0,15,15,0
1,15,15,0
2,23.1122,13.8595,0
3,20.6526,13.7051,0
4,20.6816,7.7576,0
5,16.8856,9.6506,0
6,14.0394,13.8557,0
7,18.4808,16.3209,0
8,18.3964,17.2061,0
9,22.2915,18.0109,0
10,22.2844,19.6639,0
11,19.417,25.083,0
12,19.4125,26.7551,0
13,19.8765,33.9164,0
14,19.8646,35.5917,0
15,14.1075,22.8172,0
16,12.08,21.8789,0
17,14.0821,31.189,0
18,14.0941,40.7951,0
19,13.7355,43.6115,0
20,14.0149,48.8957,0
21,17.7248,49.5979,0
22,19.5645,45.5349,0
23,19.5807,43.5859,0
24,23.2776,40.3052,0
25,24.1473,35.7963,0
26,29.0643,35.8184,0
27,28.5411,43.3223,0
28,33.5504,40.2051,0
29,40.7933,48.6477,0
30,40.7666,39.9117,0
31,40.7704,35.7919,0
32,40.7497,30.7667,0
33,33.848,31.8679,0
34,33.6891,31.1232,0
35,28.5699,26.9715,0
36,23.6971,26.956,0
37,23.5119,31.1008,0
38,33.9573,22.8527,0
39,34.0114,22.1111,0
40,23.3388,22.1216,0
41,33.5784,16.1916,0
42,37.5359,13.8649,0
43,47.7249,13.859,0
44,58.5816,13.8768,0
45,63.7808,15.6282,0
46,63.0431,22.3739,0
47,59.4582,23.5293,0
48,53.3563,22.1369,0
49,43.648,22.1237,0
50,43.3424,22.8646,0
51,51.786,25.1104,0
52,51.7902,26.7594,0
53,55.9466,26.9276,0
54,63.7688,27.6283,0
55,63.0268,31.5254,0
56,59.639,37.1565,0
57,53.9758,31.1218,0
58,53.9175,31.8429,0
59,51.5422,30.77,0
60,44.1402,30.7375,0
61,53.4382,40.1314,0
62,12.701,43.6065,0
63,12.7576,40.9314,0
64,3.8246,38.2263,0
65,13.2869,31.5046,0
66,4.3099,31.4388,0
67,12.0303,24.1993,0
68,13.3386,40.1319,0
69,6.5275,49.3076,0
70,4.3206,22.1691,0
71,26.9946,31.0866,1
72,26.1961,26.975,1
73,25.3976,43.299,0
74,31.0189,42.2997,0
75,20.2199,16.2982,3
76,14.3161,9.717,3
77,21.2941,35.6044,0
78,27.8414,42.2919,0

