0,43.688099,22.909800,15.302000
1,43.230400,31.472900,6.739000
2,43.244099,35.778198,2.526000
3,46.572300,30.804100,8.446000
4,44.018398,35.879700,2.779000
5,48.344398,30.808399,9.462000
6,46.588200,33.295799,6.412000
7,45.015701,35.779900,3.530000
8,48.360802,33.278599,7.672000
9,49.946602,33.245201,8.995000
10,53.234600,31.465599,12.720000
11,46.588501,35.786201,4.797000
12,51.700199,33.319199,10.444000
13,49.938202,35.736301,7.893000
14,55.679798,40.033600,13.382000
15,53.439899,40.036098,11.167000
16,51.140999,40.070400,8.909000
17,41.625401,39.892200,1.509000
18,40.861099,35.877300,2.745000
19,41.661900,33.271400,4.938000
20,41.640202,30.777800,7.410000
